,Unnamed: 0,Study_ID,Study_Name,Location_ID,Location_Description,Instrument_ID,Field_Collection_Type,Field_Collector,Time_Zone,Field_Collection_Date,Field_Collection_Time,Field_Collection_Date_Time,Field_Collection_Comment,Matrix,Source,Z,Depth_Value_Units,Result_Parameter_Name,Result_Value,Result_Value_Units,Result_Data_Qualifier,Result_Method,Result_Method_Description,Result_Comment,Result_Data_Review_Status,Lat,Lon,Continuous_Result_System_ID,dtUTC,j,i,SHEM,k,v202111,v202410
39,39,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:44:31.7233333,2/21/2024 9:44:31 PM,,Water,Salt/Marine Water,2.0,m,Dissolved Oxygen,9.53138982176781,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242496796,2024-02-21 21:44:31.723333,71,138,252.41912841796875,1,262.84820556640625,237.39163208007807
40,40,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:44:33.0866667,2/21/2024 9:44:33 PM,,Water,Salt/Marine Water,2.5,m,Dissolved Oxygen,8.51159384083748,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242496797,2024-02-21 21:44:33.086666,71,138,245.3475341796875,2,256.0839538574219,231.28762817382807
41,41,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:44:34.4466667,2/21/2024 9:44:34 PM,,Water,Salt/Marine Water,3.0,m,Dissolved Oxygen,7.61542185759544,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242496798,2024-02-21 21:44:34.446666,71,138,245.3475341796875,2,256.0839538574219,231.28762817382807
42,42,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:44:35.8066667,2/21/2024 9:44:35 PM,,Water,Salt/Marine Water,3.5,m,Dissolved Oxygen,6.46210787916183,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242496799,2024-02-21 21:44:35.806666,71,138,206.8696746826172,3,226.13775634765625,198.6700439453125
43,43,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:44:37.1700000,2/21/2024 9:44:37 PM,,Water,Salt/Marine Water,4.0,m,Dissolved Oxygen,5.26942190146446,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242496800,2024-02-21 21:44:37.170000,71,138,206.8696746826172,3,226.13775634765625,198.6700439453125
44,44,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:44:38.5300000,2/21/2024 9:44:38 PM,,Water,Salt/Marine Water,4.5,m,Dissolved Oxygen,4.09550392341614,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242496801,2024-02-21 21:44:38.530000,71,138,178.16236877441406,4,201.14077758789065,158.43479919433594
45,45,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:44:39.8933333,2/21/2024 9:44:39 PM,,Water,Salt/Marine Water,5.0,m,Dissolved Oxygen,3.83774992823601,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242496802,2024-02-21 21:44:39.893333,71,138,178.16236877441406,4,201.14077758789065,158.43479919433594
46,46,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:44:41.2533333,2/21/2024 9:44:41 PM,,Water,Salt/Marine Water,5.5,m,Dissolved Oxygen,3.67526393127441,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242496803,2024-02-21 21:44:41.253333,71,138,161.3622589111328,5,187.5277404785156,138.03736877441406
47,47,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:44:42.6166667,2/21/2024 9:44:42 PM,,Water,Salt/Marine Water,6.0,m,Dissolved Oxygen,3.53501393389702,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242496804,2024-02-21 21:44:42.616666,71,138,161.3622589111328,5,187.5277404785156,138.03736877441406
48,48,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:44:43.9766667,2/21/2024 9:44:43 PM,,Water,Salt/Marine Water,6.5,m,Dissolved Oxygen,3.45504593539238,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242496805,2024-02-21 21:44:43.976666,71,138,153.46331787109375,6,181.05859375,127.21052551269533
49,49,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:44:45.3400000,2/21/2024 9:44:45 PM,,Water,Salt/Marine Water,7.0,m,Dissolved Oxygen,3.30235193824768,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242496806,2024-02-21 21:44:45.340000,71,138,153.46331787109375,6,181.05859375,127.21052551269533
50,50,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:44:46.7000000,2/21/2024 9:44:46 PM,,Water,Salt/Marine Water,7.5,m,Dissolved Oxygen,3.05112594294548,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242496807,2024-02-21 21:44:46.700000,71,138,144.78936767578125,7,174.84109497070312,120.9356918334961
51,51,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:44:48.0633333,2/21/2024 9:44:48 PM,,Water,Salt/Marine Water,8.0,m,Dissolved Oxygen,2.6566919503212,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242496808,2024-02-21 21:44:48.063333,71,138,144.78936767578125,7,174.84109497070312,120.9356918334961
52,52,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:44:49.4233333,2/21/2024 9:44:49 PM,,Water,Salt/Marine Water,8.5,m,Dissolved Oxygen,2.52857995271683,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242496809,2024-02-21 21:44:49.423333,71,138,138.6856689453125,8,170.39385986328125,115.56353759765624
53,53,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:44:50.7866667,2/21/2024 9:44:50 PM,,Water,Salt/Marine Water,9.0,m,Dissolved Oxygen,2.46074995398521,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242496810,2024-02-21 21:44:50.786666,71,138,138.6856689453125,8,170.39385986328125,115.56353759765624
54,54,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:44:52.1466667,2/21/2024 9:44:52 PM,,Water,Salt/Marine Water,9.5,m,Dissolved Oxygen,2.34905995607376,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242496811,2024-02-21 21:44:52.146666,71,138,136.86959838867188,9,168.73326110839844,113.23468017578124
55,55,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:44:53.5100000,2/21/2024 9:44:53 PM,,Water,Salt/Marine Water,10.0,m,Dissolved Oxygen,2.27031595754623,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242496812,2024-02-21 21:44:53.510000,71,138,136.86959838867188,9,168.73326110839844,113.23468017578124
56,56,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:44:54.8700000,2/21/2024 9:44:54 PM,,Water,Salt/Marine Water,10.5,m,Dissolved Oxygen,2.24104195809364,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242496813,2024-02-21 21:44:54.870000,71,138,135.5110626220703,10,167.34103393554688,111.83289337158205
57,57,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:44:56.2333333,2/21/2024 9:44:56 PM,,Water,Salt/Marine Water,11.0,m,Dissolved Oxygen,2.20748395872116,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242496814,2024-02-21 21:44:56.233333,71,138,135.5110626220703,10,167.34103393554688,111.83289337158205
58,58,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:44:57.5933333,2/21/2024 9:44:57 PM,,Water,Salt/Marine Water,11.5,m,Dissolved Oxygen,2.14771195983887,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242496815,2024-02-21 21:44:57.593333,71,138,134.99473571777344,11,166.94192504882812,111.33103942871094
59,59,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:44:58.9566667,2/21/2024 9:44:58 PM,,Water,Salt/Marine Water,12.0,m,Dissolved Oxygen,2.07161996126175,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242496816,2024-02-21 21:44:58.956666,71,138,134.99473571777344,11,166.94192504882812,111.33103942871094
60,60,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:45:00.3166667,2/21/2024 9:45:00 PM,,Water,Salt/Marine Water,12.5,m,Dissolved Oxygen,2.26868395757675,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242496817,2024-02-21 21:45:00.316666,71,138,134.91648864746094,12,166.8420867919922,111.10106658935548
61,61,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:45:01.6766667,2/21/2024 9:45:01 PM,,Water,Salt/Marine Water,13.0,m,Dissolved Oxygen,2.89067994594574,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242496818,2024-02-21 21:45:01.676666,71,138,134.91648864746094,12,166.8420867919922,111.10106658935548
62,62,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:45:03.0400000,2/21/2024 9:45:03 PM,,Water,Salt/Marine Water,13.5,m,Dissolved Oxygen,2.97707394433022,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242496819,2024-02-21 21:45:03.040000,71,138,134.8827667236328,13,166.796630859375,110.9882583618164
63,63,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,02/21/2024,21:45:04.4033333,2/21/2024 9:45:04 PM,,Water,Salt/Marine Water,14.0,m,Dissolved Oxygen,2.94596394491196,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242500310,2024-02-21 21:45:04.403333,71,138,134.8827667236328,13,166.796630859375,110.9882583618164
